candidate_key,display_name,candidate_type,canonical_entity_id,mention_count,distinct_content_count,distinct_source_count,speaker_count,triage_score,review_priority,signal_types,sample_content_id,sample_snippet,batch_id,source_label
trump the road,Trump the road,person,,2,1,1,0,34,MEDIUM,cue_person,MGnJEb4sXwM,now this is my words but this is my paraphrase of it. Um Mr. Trump the road,20260920T071212Z_REBUILD,rebuild_all
you ve,you've,person,,2,1,1,0,34,MEDIUM,cue_person,MGnJEb4sXwM,"and the world. And Alistister, I think I've listened to every interview you've",20260920T071212Z_REBUILD,rebuild_all
python,Python,named_entity,,36,1,1,0,33,MEDIUM,proper_case,mq7GSzwaGBw,tools using open source tools around Python to publish papers to do research.,20260920T071212Z_REBUILD,rebuild_all
mount rushmore,Mount Rushmore,person_or_named_entity,,22,1,1,0,33,MEDIUM,proper_case,vR-o6IGspmU,cash. Are they small businesses? >> So Mount Rushmore takes cash,20260920T071212Z_REBUILD,rebuild_all
glint,Glint,named_entity,,18,1,1,0,33,MEDIUM,proper_case,vR-o6IGspmU,"to trace that back that Pirate Money has a partnership with Glint, which is a",20260920T071212Z_REBUILD,rebuild_all
flock,Flock,named_entity,,15,1,1,0,33,MEDIUM,proper_case,v4d389XfJbA,One officer prevented uh presented photos taken by the cameras in the Flock,20260920T071212Z_REBUILD,rebuild_all
brandon,Brandon,named_entity,,14,1,1,0,33,MEDIUM,proper_case,vR-o6IGspmU,center will be less than a half a mile away from homes in Brandon where I live,20260920T071212Z_REBUILD,rebuild_all
buffalo,Buffalo,named_entity,,13,1,1,0,33,MEDIUM,proper_case,vR-o6IGspmU,buffalo. So South Dakota owns the buffalo market. If we make Buffalo legal,20260920T071212Z_REBUILD,rebuild_all
utopia,Utopia,media_show,,13,1,1,0,33,MEDIUM,proper_case,vR-o6IGspmU,"the horror movie, what I did is I had slides to show them how Utopia is coming",20260920T071212Z_REBUILD,rebuild_all
netanyahu,Netanyahu,named_entity,,12,1,1,0,33,MEDIUM,proper_case,MGnJEb4sXwM,"the the Hebrew press, but if you don't know who is pro- Netanyahu, who is",20260920T071212Z_REBUILD,rebuild_all
ring,Ring,named_entity,,12,1,1,0,33,MEDIUM,proper_case,vR-o6IGspmU,"So, I raised a lot of awareness with those issues. And then the Ring",20260920T071212Z_REBUILD,rebuild_all
israel and,Israel and,person_or_named_entity,,11,1,1,0,33,MEDIUM,proper_case,MGnJEb4sXwM,very clear and they say they are prepared to cooperate with Israel and,20260920T071212Z_REBUILD,rebuild_all
paul o neill,Paul O'Neill,person_or_named_entity,,11,1,1,0,33,MEDIUM,proper_case,OnEOcaUnBg0,Paul O'Neill had had been head of OMB,20260920T071212Z_REBUILD,rebuild_all
crazy horse,Crazy Horse,government,,10,1,1,0,33,MEDIUM,proper_case,vR-o6IGspmU,story because the government tried to make Crazy Horse a national monument.,20260920T071212Z_REBUILD,rebuild_all
florida,Florida,named_entity,,10,1,1,0,33,MEDIUM,proper_case,WET6BjpHGkc,"This was introduced this year in the Florida legislature, and it passed",20260920T071212Z_REBUILD,rebuild_all
frank,Frank,named_entity,,10,1,1,0,33,MEDIUM,proper_case,vR-o6IGspmU,">> 15 years. Ah, great to see you, Frank.",20260920T071212Z_REBUILD,rebuild_all
jack,Jack,named_entity,,10,1,1,0,33,MEDIUM,proper_case,vR-o6IGspmU,">> 15 years. Ah, great to see you, Frank. >> Welcome home, Jack.",20260920T071212Z_REBUILD,rebuild_all
july,July,named_entity,,10,1,1,0,33,MEDIUM,proper_case,vR-o6IGspmU,school year again. The law went to into effect July 1st and we started up our,20260920T071212Z_REBUILD,rebuild_all
representative l,Representative L,person_or_named_entity,,10,1,1,0,33,MEDIUM,proper_case,vR-o6IGspmU,"Representative L want wants it brought back. Now,",20260920T071212Z_REBUILD,rebuild_all
senate,Senate,government,,10,1,1,0,33,MEDIUM,proper_case,vR-o6IGspmU,"waved committee and just put us on the Senate floor the next day. So, we didn't",20260920T071212Z_REBUILD,rebuild_all
austria,Austria,named_entity,,7,2,2,0,32,MEDIUM,proper_case,mq7GSzwaGBw,>> Oh yeah. >> And it's it's about a a town in Austria,20260920T071212Z_REBUILD,rebuild_all
15 years ago about space,15 years ago about space,product,,1,1,1,0,32,MEDIUM,cue_entity,aQYwmh0gCQo,Jacuzzi reading George Friedman's book 15 years ago about space warfare and how,20260920T071212Z_REBUILD,rebuild_all
about america from world war,about America from World War,product,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,"Utah, if I wrote a book about America from World War II on, it would be called",20260920T071212Z_REBUILD,rebuild_all
after i left the administration,after I left the administration,organization,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,"my first company after I left the administration,",20260920T071212Z_REBUILD,rebuild_all
american military power,American military power,organization,,1,1,1,0,32,MEDIUM,cue_entity,m50hk1fyOYs,the necessity for America to project American military power into the Middle,20260920T071212Z_REBUILD,rebuild_all
american power,American power,organization,,1,1,1,0,32,MEDIUM,cue_entity,RRPA9FVZ2Ds,to project American power but,20260920T071212Z_REBUILD,rebuild_all
anaconda after doing some consulting,Anaconda after doing some consulting,organization,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,founded a company called Anaconda after doing some consulting work. Anaconda,20260920T071212Z_REBUILD,rebuild_all
based out of the uk,based out of the UK,organization,,1,1,1,0,32,MEDIUM,cue_entity,vR-o6IGspmU,"a digital gold processing company based out of the UK, and Glint partners with",20260920T071212Z_REBUILD,rebuild_all
came from frustration,came from frustration,product,,1,1,1,0,32,MEDIUM,cue_entity,H0v8c7WingM,And really the report came from frustration.,20260920T071212Z_REBUILD,rebuild_all
global gets a say,global gets a say,person,,1,1,1,0,32,MEDIUM,cue_person,vR-o6IGspmU,which is superior. So Mr. global gets a say in every individual transaction and,20260920T071212Z_REBUILD,rebuild_all
global you don t,Global. You don't,person,,1,1,1,0,32,MEDIUM,cue_person,vR-o6IGspmU,>> You don't have to fight with Mr. Global. You don't have to fight with Silicon,20260920T071212Z_REBUILD,rebuild_all
greater israel,greater Israel,organization,,1,1,1,0,32,MEDIUM,cue_entity,MGnJEb4sXwM,said to complete our project greater Israel,20260920T071212Z_REBUILD,rebuild_all
him,him,person,,1,1,1,0,32,MEDIUM,cue_person,tK4hyAbE3rw,And Elson Hamlin did a great interview with him. This one is really good about,20260920T071212Z_REBUILD,rebuild_all
if i m an intern at,if I'm an intern at,organization,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,you don't the whole company if I'm an intern at a company I don't get access,20260920T071212Z_REBUILD,rebuild_all
it turns out he didn t,it. Turns out he didn't,organization,,1,1,1,0,32,MEDIUM,cue_entity,vR-o6IGspmU,to it was going to prime sponsor it. Turns out he didn't want to prime,20260920T071212Z_REBUILD,rebuild_all
john padfield about,John Padfield about,person,,1,1,1,0,32,MEDIUM,cue_person,vR-o6IGspmU,We're just about to publish an interview with John Padfield about how all the new,20260920T071212Z_REBUILD,rebuild_all
joseph,Joseph,person,,1,1,1,0,32,MEDIUM,cue_person,tK4hyAbE3rw,"So many, many years ago Dr. Joseph",20260920T071212Z_REBUILD,rebuild_all
joseph farrell said,Joseph Farrell said,person,,1,1,1,0,32,MEDIUM,cue_person,tK4hyAbE3rw,"So many, many years ago Dr. Joseph Farrell said, uh",20260920T071212Z_REBUILD,rebuild_all
like google to turn over,like Google to turn over,organization,,1,1,1,0,32,MEDIUM,cue_entity,-YPhdbbhvv4,stretch of time and then force a company like Google to turn over data on every,20260920T071212Z_REBUILD,rebuild_all
next year back on,next year back on,product,,1,1,1,0,32,MEDIUM,cue_entity,vR-o6IGspmU,that's next year. Hopefully I'll report next year back on that. And then my,20260920T071212Z_REBUILD,rebuild_all
of a lot of,of a lot of,organization,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,sci became the foundation of a lot of,20260920T071212Z_REBUILD,rebuild_all
of a lot of science,of a lot of science,organization,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,sci became the foundation of a lot of science. So a lot of people in the world,20260920T071212Z_REBUILD,rebuild_all
of array computing in python,of array computing in Python,organization,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,>> So it's the foundation of array computing in Python. So that's one,20260920T071212Z_REBUILD,rebuild_all
of information,of information,media_show,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,>> Like if you just have a single channel of information.,20260920T071212Z_REBUILD,rebuild_all
of international affairs,of International Affairs,organization,,1,1,1,0,32,MEDIUM,cue_entity,ChdoKKB48CU,"Royal Institute of International Affairs, the Council on Foreign",20260920T071212Z_REBUILD,rebuild_all
of mayors,of Mayors,event,,1,1,1,0,32,MEDIUM,cue_entity,87SJi_DDbt4,"They were joined by the US Conference of Mayors, the National League of Cities,",20260920T071212Z_REBUILD,rebuild_all
of one i think there s,of one I think there's,organization,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,are saying the company of one I think there's a in Argentina in fact they're,20260920T071212Z_REBUILD,rebuild_all
of one s a good idea,of one's a good idea,organization,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,first of all I I don't think company of one's a good idea company of three maybe,20260920T071212Z_REBUILD,rebuild_all
of three maybe cuz,of three maybe cuz,organization,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,one's a good idea company of three maybe cuz you need a group you need something,20260920T071212Z_REBUILD,rebuild_all
on on the on,on on the on,organization,,1,1,1,0,32,MEDIUM,cue_entity,v4d389XfJbA,"But, when Feder got the company on on the on the phone, they say it's the he",20260920T071212Z_REBUILD,rebuild_all
pirate pirate money,Pirate Pirate Money,product,,1,1,1,0,32,MEDIUM,cue_entity,vR-o6IGspmU,from Pirate Money. He wrote a book called Pirate Pirate Money and I believe,20260920T071212Z_REBUILD,rebuild_all
quansite and a venture fund,Quansite and a venture fund,organization,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,consult another consulting company called Quansite and a venture fund. So,20260920T071212Z_REBUILD,rebuild_all
sci and sci became,sci and sci became,organization,,1,1,1,0,32,MEDIUM,cue_entity,mq7GSzwaGBw,that grew in to a project called sci and sci became the foundation of a lot of,20260920T071212Z_REBUILD,rebuild_all
system wants to,System wants to,product,,1,1,1,0,32,MEDIUM,cue_entity,es1SX2TSqz8,The Selective Service System wants to,20260920T071212Z_REBUILD,rebuild_all
system wants to war game,System wants to war game,product,,1,1,1,0,32,MEDIUM,cue_entity,es1SX2TSqz8,The Selective Service System wants to war game the draft and the US government,20260920T071212Z_REBUILD,rebuild_all
tax on american technology giant,tax on American technology giant,product,,1,1,1,0,32,MEDIUM,cue_entity,raxt96y9XFQ,digital service tax on American technology giant.,20260920T071212Z_REBUILD,rebuild_all
team didn t want signatures turned,team didn't want signatures turned,organization,,1,1,1,0,32,MEDIUM,cue_entity,vR-o6IGspmU,organization team didn't want signatures turned in to the city clerk or the city,20260920T071212Z_REBUILD,rebuild_all
temple to,Temple to,person,,1,1,1,0,32,MEDIUM,cue_person,KiRtjIh2kjc,"So, welcome [snorts] Mr. Temple to the",20260920T071212Z_REBUILD,rebuild_all
temple to the solari,Temple to the Solari,person,,1,1,1,0,32,MEDIUM,cue_person,KiRtjIh2kjc,"So, welcome [snorts] Mr. Temple to the Solari Report. Your book has made waves",20260920T071212Z_REBUILD,rebuild_all
trump the road to,Trump the road to,person,,1,1,1,0,32,MEDIUM,cue_person,MGnJEb4sXwM,paraphrase of it. Um Mr. Trump the road to Beijing passes through Homos.,20260920T071212Z_REBUILD,rebuild_all
wood or the national,Wood or the national,person,,1,1,1,0,32,MEDIUM,cue_person,m50hk1fyOYs,"truth community researchers, be it Dr. Wood or the national NIST",20260920T071212Z_REBUILD,rebuild_all
you ve done in,you've done in,person,,1,1,1,0,32,MEDIUM,cue_person,MGnJEb4sXwM,I've listened to every interview you've done in the last year. I can't thank you,20260920T071212Z_REBUILD,rebuild_all
china i,China I,person_or_named_entity,,9,1,1,0,31,MEDIUM,proper_case,MGnJEb4sXwM,>> Oh uh completely. Uh I mean apart from those measures uh China I mean is is,20260920T071212Z_REBUILD,rebuild_all
florida house bill,Florida House Bill,person_or_named_entity,,9,1,1,0,31,MEDIUM,proper_case,WET6BjpHGkc,"data, but much much worse than that, I made a video about Florida House Bill",20260920T071212Z_REBUILD,rebuild_all
israelis,Israelis,named_entity,,9,1,1,0,31,MEDIUM,proper_case,MGnJEb4sXwM,"majority of it, however you define it, but most Israelis now support that. It",20260920T071212Z_REBUILD,rebuild_all
juan,Juan,named_entity,,9,1,1,0,31,MEDIUM,proper_case,MGnJEb4sXwM,with the protocols to prove that their cargos were paid for in Juan um and not,20260920T071212Z_REBUILD,rebuild_all
openai,OpenAI,named_entity,,9,1,1,0,31,MEDIUM,proper_case,mq7GSzwaGBw,"this because once they realize, uh, oh, that claude or OpenAI has given us a",20260920T071212Z_REBUILD,rebuild_all
rogue foods,Rogue Foods,person_or_named_entity,,9,1,1,0,31,MEDIUM,proper_case,vR-o6IGspmU,topic which is cash and some there was someone at Rogue Foods who spoke from,20260920T071212Z_REBUILD,rebuild_all
russia and,Russia and,person_or_named_entity,,9,1,1,0,31,MEDIUM,proper_case,MGnJEb4sXwM,because they've learned I mean they watched what's happened to Russia and,20260920T071212Z_REBUILD,rebuild_all
temu,Temu,named_entity,,9,1,1,0,31,MEDIUM,proper_case,v02RjgeEg7Y,">> And then he he and his family started going to Temu, which is a Chinese sort",20260920T071212Z_REBUILD,rebuild_all
travis,Travis,named_entity,,9,1,1,0,31,MEDIUM,proper_case,mq7GSzwaGBw,"over the world. >> Great idea, Travis.",20260920T071212Z_REBUILD,rebuild_all
heat heat,Heat. Heat,person_or_named_entity,,4,3,3,0,31,MEDIUM,proper_case,MGnJEb4sXwM,[music] >> Heat. Heat.,20260920T071212Z_REBUILD,rebuild_all
ai the,AI the,person_or_named_entity,,6,2,2,0,30,MEDIUM,proper_case,mq7GSzwaGBw,"you know uh I don't know pink polka dot everything. So, so but but AI the clear",20260920T071212Z_REBUILD,rebuild_all
america you,America. You,person_or_named_entity,,6,2,2,0,30,MEDIUM,proper_case,MGnJEb4sXwM,anyway. I mean I'm talking about Europe as well as America. You just don't,20260920T071212Z_REBUILD,rebuild_all
australia,Australia,named_entity,,6,2,2,0,30,MEDIUM,proper_case,wnz7NM7h9R4,"half of Qatar's LNG, and then we had the cyclone hit uh Australia, and that shut",20260920T071212Z_REBUILD,rebuild_all
blackrock,BlackRock,product,,6,2,2,0,30,MEDIUM,proper_case,mD_aE7ZCMoo,but they represent the source code of the system that BlackRock has,20260920T071212Z_REBUILD,rebuild_all
capex,CAPEX,named_entity,,6,2,2,0,30,MEDIUM,proper_case,vVa6h4WYlOw,">> because you I mean, the cost, the capital cost, the CAPEX is",20260920T071212Z_REBUILD,rebuild_all
carlos,Carlos,named_entity,,6,2,2,0,30,MEDIUM,proper_case,v02RjgeEg7Y,"but here's here's what you know, Carlos has said, and I think",20260920T071212Z_REBUILD,rebuild_all
control the,Control the,person_or_named_entity,,6,2,2,0,30,MEDIUM,proper_case,MGnJEb4sXwM,us? We want that so that we can control things much better. Control the money,20260920T071212Z_REBUILD,rebuild_all
dtc,DTC,named_entity,,6,2,2,0,30,MEDIUM,proper_case,mq7GSzwaGBw,coins are coming out on a distributed ledger. And now DTC is setting up,20260920T071212Z_REBUILD,rebuild_all
dubai,Dubai,named_entity,,6,2,2,0,30,MEDIUM,proper_case,MGnJEb4sXwM,vessels in no uncertain terms to move away and move back to Dubai port and,20260920T071212Z_REBUILD,rebuild_all
exactly and,Exactly. And,person_or_named_entity,,6,2,2,0,30,MEDIUM,proper_case,mq7GSzwaGBw,we have on our servers and can protect people's privacy. Exactly. And so when,20260920T071212Z_REBUILD,rebuild_all
exactly exactly and and i i,Exactly. Exactly. And and I I,named_entity,,6,2,2,0,30,MEDIUM,proper_case,mq7GSzwaGBw,control us. >> Exactly. Exactly. And and I I share,20260920T071212Z_REBUILD,rebuild_all
gaza,Gaza,named_entity,,6,2,2,0,30,MEDIUM,proper_case,MGnJEb4sXwM,"in prospect. It is not. >> And so they're saying in Gaza, you have",20260920T071212Z_REBUILD,rebuild_all
german,German,named_entity,,6,2,2,0,30,MEDIUM,proper_case,eoeftpuyQXw,"aren't familiar, uh Clausewitz wrote On War. And uh the the German term is",20260920T071212Z_REBUILD,rebuild_all
germans,Germans,named_entity,,6,2,2,0,30,MEDIUM,proper_case,m50hk1fyOYs,"thing. You know, the Germans rounded up a bunch",20260920T071212Z_REBUILD,rebuild_all
hamas,Hamas,named_entity,,6,2,2,0,30,MEDIUM,proper_case,MGnJEb4sXwM,">> And so they're saying in Gaza, you have failed. Look, Hamas is still there. It's",20260920T071212Z_REBUILD,rebuild_all
hl hunt,HL Hunt,person_or_named_entity,,6,2,2,0,30,MEDIUM,proper_case,ilzuEH2Enr4,that are distributed and centralized. >> This is what HL Hunt said. I told you,20260920T071212Z_REBUILD,rebuild_all
i m and,I'm and,person_or_named_entity,,6,2,2,0,30,MEDIUM,proper_case,MGnJEb4sXwM,It's very important. Israel is at a a crucial point. I'm and they may um,20260920T071212Z_REBUILD,rebuild_all
if i,If I,person_or_named_entity,,6,2,2,0,30,MEDIUM,proper_case,r7POfIOIJd8,it on my TV screen. If I had a smart TV that was connected,20260920T071212Z_REBUILD,rebuild_all
katherine s,Katherine's,named_entity,,6,2,2,0,30,MEDIUM,proper_case,mq7GSzwaGBw,simply allows you to oh I'm taking my frame from here's Katherine's frame. So,20260920T071212Z_REBUILD,rebuild_all
let s,Let's,named_entity,,6,2,2,0,30,MEDIUM,proper_case,mq7GSzwaGBw,"the family antiques was going and eBay had just started. So we said, ""Let's try",20260920T071212Z_REBUILD,rebuild_all
lng,LNG,named_entity,,6,2,2,0,30,MEDIUM,proper_case,wnz7NM7h9R4,are making a fortune. Um particularly the LNG companies,20260920T071212Z_REBUILD,rebuild_all
middle,Middle,organization,,6,2,2,0,30,MEDIUM,proper_case,m50hk1fyOYs,the necessity for America to project American military power into the Middle,20260920T071212Z_REBUILD,rebuild_all
